Name;Country;Industry;Year of foundation;Year;Revenue;Net Income;Privacy;Size;CEO Name;Headquarters
Company_09586;China;Retail;1956;2021;18853582.23;1950784.85;Public;1000-5000 employees;Robert Wang;Sydney, China
Company_09587;France;Software;1967;2024;47712991.98;3941615.75;Private;200-500 employees;Raj Johnson;Sydney, France
Company_09588;Australia;Healthcare;2000;2024;14419605.53;1438084.45;Public;1000-5000 employees;Liu Müller;Beijing, Australia
Company_09589;Brazil;Software;1978;2024;73075929.32;8764944.39;Private;200-500 employees;Michael Kumar;Berlin, Brazil
Company_09590;Brazil;Education;1981;2021;68490553.77;8471479.66;Public;200-500 employees;Michael Chen;Beijing, Brazil
Company_09591;Canada;Manufacturing;1997;2021;29110974.6;4999794.35;Private;5000-10000 employees;Yuki Smith;New York, Canada
Company_09592;Canada;Healthcare;1965;2023;13435532.39;2427496.32;Private;50-200 employees;Anna Tanaka;São Paulo, Canada
Company_09593;Germany;Software;1964;2024;83321355.45;9236854.63;Public;200-500 employees;Michael Garcia;Tokyo, Germany
Company_09594;France;Energy;2007;2024;80388444.67;19410221.49;Private;200-500 employees;Yuki Kumar;London, France
Company_09595;China;Software;1986;2024;40190675.94;9507954.31;Private;50-200 employees;Liu Müller;London, China
Company_09596;India;Logistics;1976;2022;84984775.63;14217557.27;Public;1000-5000 employees;Yuki Silva;Berlin, India
Company_09597;China;Manufacturing;2000;2023;52030713.53;12239929.16;Private;200-500 employees;Jane Brown;Berlin, China
Company_09598;Germany;Logistics;1969;2022;27238015.75;4497988.27;Public;1000-5000 employees;Jane Brown;Berlin, Germany
Company_09599;China;Finance;1990;2021;51420384.35;5280969.2;Private;1000-5000 employees;Sofia Tanaka;Berlin, China
Company_09600;Brazil;Education;2022;2022;4058066.42;226367.7;Private;1000-5000 employees;Jane Kumar;Beijing, Brazil
Company_09601;Germany;Logistics;1991;2021;34404687.5;4914853.91;Private;5000-10000 employees;Jane Tanaka;New York, Germany
Company_09602;China;Retail;1991;2021;92509219.08;17499276.17;Public;200-500 employees;Jane Müller;Paris, China
Company_09603;Japan;Logistics;2003;2021;61440592.69;12222965.89;Public;50-200 employees;Jane Chen;Tokyo, Japan
Company_09604;Canada;Education;2015;2021;14298907.84;2318281.29;Private;50-200 employees;Liu Garcia;Toronto, Canada
Company_09605;Canada;Energy;1992;2023;53998248.25;9991820.32;Private;200-500 employees;Jane Tanaka;Berlin, Canada
Company_09606;China;Healthcare;1992;2023;54341708.11;9222709.17;Private;500-1000 employees;Robert Garcia;Toronto, China
Company_09607;Brazil;Education;1968;2021;69504297.04;9394614.49;Private;5000-10000 employees;Liu Müller;Paris, Brazil
Company_09608;Canada;Software;2002;2024;2323469.17;210248.3;Private;5000-10000 employees;Liu Chen;São Paulo, Canada
Company_09609;USA;Education;2015;2023;11400309.47;2312917.24;Private;1000-5000 employees;John Silva;São Paulo, USA
Company_09610;Australia;Software;2007;2023;70488091.65;11593084.72;Public;5000-10000 employees;John Silva;Sydney, Australia
Company_09611;China;Retail;1959;2023;41440022.16;9977895.87;Public;200-500 employees;Yuki Müller;London, China
Company_09612;India;Finance;1991;2024;20899767.75;2635441.03;Public;50-200 employees;Sofia Tanaka;Tokyo, India
Company_09613;India;Education;1961;2021;33807101.34;3828529.55;Public;200-500 employees;Anna Brown;Paris, India
Company_09614;UK;Energy;1967;2021;1423842.56;120605.58;Private;1000-5000 employees;Jane Kumar;London, UK
Company_09615;Australia;Energy;2013;2024;91067316.43;12056089.39;Private;1000-5000 employees;Raj Smith;New York, Australia
Company_09616;France;Finance;1984;2023;99722645.22;15477385.77;Public;50-200 employees;Michael Müller;New York, France
Company_09617;Germany;Manufacturing;1990;2023;74951419.02;11979379.04;Private;50-200 employees;Robert Tanaka;London, Germany
Company_09618;Australia;Software;2002;2022;46459098.99;6106852.86;Public;500-1000 employees;Robert Wang;Toronto, Australia
Company_09619;UK;Energy;2016;2023;47981673.62;4444001.47;Private;1000-5000 employees;Sofia Garcia;London, UK
Company_09620;Brazil;Education;1954;2023;21212815.59;1356599.55;Public;200-500 employees;Sofia Chen;Tokyo, Brazil
Company_09621;Brazil;Retail;1953;2022;64633332.73;5251740.66;Public;200-500 employees;Carlos Müller;São Paulo, Brazil
Company_09622;Canada;Software;1961;2022;29406347.84;6108165.07;Public;1000-5000 employees;Jane Garcia;New York, Canada
Company_09623;Germany;Energy;1963;2021;20101922.38;2502914.6;Private;200-500 employees;Raj Chen;Tokyo, Germany
Company_09624;Japan;Energy;2021;2023;31018408.05;2571603.52;Public;200-500 employees;Jane Wang;New York, Japan
Company_09625;Germany;Education;1987;2022;27849960.92;5620476.24;Public;50-200 employees;Raj Garcia;London, Germany
Company_09626;Japan;Logistics;1952;2023;74763916.63;5907068.94;Public;50-200 employees;Yuki Tanaka;Sydney, Japan
Company_09627;Japan;Energy;1992;2022;54914634.32;7310090.73;Public;1000-5000 employees;Sofia Tanaka;Tokyo, Japan
Company_09628;UK;Retail;1958;2024;39912418.77;2761804.39;Private;1000-5000 employees;Carlos Smith;Sydney, UK
Company_09629;Australia;Energy;2008;2022;80186862.53;9903348.25;Public;500-1000 employees;Robert Garcia;London, Australia
Company_09630;Brazil;Manufacturing;1950;2022;38649064.43;7109065.14;Public;5000-10000 employees;Yuki Garcia;Tokyo, Brazil
Company_09631;Australia;Finance;1987;2023;9374316.56;945962.4;Private;500-1000 employees;John Silva;Beijing, Australia
Company_09632;India;Education;2020;2024;7890158.93;1846021.2;Private;500-1000 employees;Anna Silva;Tokyo, India
Company_09633;Canada;Energy;1986;2021;11995397.12;2330279.67;Private;200-500 employees;Robert Brown;Tokyo, Canada
Company_09634;Australia;Retail;1977;2022;62086988.21;10933093.38;Private;200-500 employees;Raj Johnson;Toronto, Australia
Company_09635;Australia;Healthcare;1982;2024;96441406.35;12256154.25;Private;1000-5000 employees;Liu Johnson;Mumbai, Australia
Company_09636;China;Energy;1962;2022;90328664.66;20803516.48;Private;500-1000 employees;Yuki Silva;Tokyo, China
Company_09637;Australia;Energy;1988;2024;66011393.82;6941202.31;Public;5000-10000 employees;Liu Brown;Berlin, Australia
Company_09638;Germany;Education;1954;2023;20062274.54;3843861.71;Private;1000-5000 employees;Jane Müller;Beijing, Germany
Company_09639;India;Software;2010;2023;82054369.21;4463690.84;Public;1000-5000 employees;Robert Silva;New York, India
Company_09640;Germany;Software;1988;2022;67236277.6;4233629.72;Private;200-500 employees;Robert Kumar;São Paulo, Germany
Company_09641;USA;Manufacturing;1967;2023;91566889.49;13399110.08;Public;1000-5000 employees;Liu Tanaka;Sydney, USA
Company_09642;India;Energy;1969;2024;68393174.38;8108833.19;Private;50-200 employees;Michael Johnson;Berlin, India
Company_09643;UK;Energy;2021;2024;54948069.26;6073084.49;Private;1000-5000 employees;Liu Müller;Mumbai, UK
Company_09644;Brazil;Finance;1977;2021;7400628.57;1825925.99;Private;500-1000 employees;Raj Johnson;Beijing, Brazil
Company_09645;UK;Healthcare;1970;2024;51912372.98;10762706.91;Public;1000-5000 employees;Liu Kumar;New York, UK
Company_09646;Canada;Energy;1969;2021;90659007.37;5722440.34;Public;500-1000 employees;Yuki Smith;Beijing, Canada
Company_09647;France;Manufacturing;2014;2022;9637181.64;1583475.94;Private;200-500 employees;John Johnson;Paris, France
Company_09648;UK;Software;1967;2021;59601504.82;9352459.87;Private;1000-5000 employees;Carlos Brown;Sydney, UK
Company_09649;France;Education;1982;2023;6186314.09;711802.5;Private;50-200 employees;Robert Smith;Toronto, France
Company_09650;Germany;Energy;2011;2021;97481445.51;16008043.25;Public;500-1000 employees;Anna Smith;Mumbai, Germany
Company_09651;France;Finance;1959;2022;51979101.01;8327462.12;Public;5000-10000 employees;Sofia Wang;Beijing, France
Company_09652;Japan;Finance;1973;2024;75955045.33;14049318.32;Private;50-200 employees;Liu Chen;Sydney, Japan
Company_09653;Brazil;Healthcare;1968;2022;48166045.07;3060295.57;Private;1000-5000 employees;Yuki Tanaka;Mumbai, Brazil
Company_09654;Canada;Education;2020;2023;52443045.08;8268414.96;Public;500-1000 employees;Sofia Brown;Paris, Canada
Company_09655;Canada;Manufacturing;1979;2022;37598340.56;5301456.88;Private;50-200 employees;Yuki Tanaka;New York, Canada
Company_09656;India;Retail;1988;2023;28187018.95;5599290.18;Public;5000-10000 employees;John Johnson;São Paulo, India
Company_09657;India;Software;2002;2024;48630662.72;10346789.93;Private;50-200 employees;Raj Smith;São Paulo, India
Company_09658;UK;Finance;2003;2023;8800748.21;1068156.87;Private;200-500 employees;Liu Johnson;São Paulo, UK
Company_09659;India;Finance;1997;2022;21681842.88;4091426.06;Public;5000-10000 employees;Jane Garcia;Berlin, India
Company_09660;Japan;Education;1975;2024;25684839.4;4717231.69;Private;1000-5000 employees;Carlos Kumar;Sydney, Japan
Company_09661;China;Logistics;1983;2024;58249171.01;11912775.12;Private;5000-10000 employees;Raj Tanaka;Paris, China
Company_09662;France;Logistics;2020;2023;22164366.69;4178804.87;Private;1000-5000 employees;Yuki Silva;Mumbai, France
Company_09663;China;Healthcare;1955;2024;24211427.41;4539365.6;Public;200-500 employees;Sofia Smith;Paris, China
Company_09664;Australia;Software;2003;2024;80984339.27;10233383.54;Private;50-200 employees;Michael Brown;São Paulo, Australia
Company_09665;China;Finance;1965;2023;95687469.06;6742958.54;Private;5000-10000 employees;Jane Chen;São Paulo, China
Company_09666;China;Energy;1997;2021;75332972.77;14332152.85;Private;500-1000 employees;Liu Wang;Toronto, China
Company_09667;Australia;Retail;1960;2023;75561899.07;7134613.75;Public;50-200 employees;Carlos Brown;Tokyo, Australia
Company_09668;UK;Education;1999;2024;51218037.74;3301476.22;Private;500-1000 employees;Jane Silva;Mumbai, UK
Company_09669;China;Education;2006;2022;48639777.06;9728874.41;Private;200-500 employees;Raj Chen;New York, China
Company_09670;China;Finance;1962;2023;77005052.29;5029248.68;Public;1000-5000 employees;Michael Müller;London, China
Company_09671;Canada;Education;2004;2021;46284058.93;10624842.41;Private;500-1000 employees;Anna Chen;Mumbai, Canada
Company_09672;Germany;Energy;1975;2024;32142984.66;2896342.85;Public;500-1000 employees;Yuki Kumar;Toronto, Germany
Company_09673;Brazil;Logistics;1989;2024;67866235.87;5600646.29;Private;50-200 employees;Raj Müller;London, Brazil
Company_09674;Japan;Energy;1974;2024;45634295.72;4267242.55;Private;50-200 employees;Michael Silva;São Paulo, Japan
Company_09675;India;Finance;1962;2023;68271996.44;6654752.48;Public;1000-5000 employees;Sofia Garcia;New York, India
Company_09676;France;Logistics;2006;2021;53772743.42;10784865.42;Private;1000-5000 employees;Yuki Müller;Sydney, France
Company_09677;Germany;Retail;1999;2023;71557762.61;9229488.32;Private;5000-10000 employees;Michael Müller;Sydney, Germany
Company_09678;China;Software;1976;2023;14092672.52;1789529.13;Public;1000-5000 employees;Anna Tanaka;São Paulo, China
Company_09679;China;Logistics;2010;2021;70429831.03;8934831.67;Public;200-500 employees;Yuki Wang;Paris, China
Company_09680;Canada;Healthcare;2007;2021;89575090.61;6906125.84;Public;1000-5000 employees;Raj Johnson;Mumbai, Canada
Company_09681;India;Logistics;2005;2024;19588519.24;4881069.43;Private;50-200 employees;Sofia Garcia;Mumbai, India
Company_09682;Canada;Energy;2015;2023;2805232.92;252120.9;Public;500-1000 employees;Yuki Müller;Paris, Canada
Company_09683;USA;Logistics;1961;2023;83930885.45;15847788.42;Private;50-200 employees;John Garcia;Sydney, USA
Company_09684;Japan;Healthcare;2011;2022;59882410.28;12773303.37;Public;500-1000 employees;Yuki Johnson;Mumbai, Japan
Company_09685;Germany;Software;1998;2021;37629772.38;7419023.73;Public;5000-10000 employees;John Tanaka;Tokyo, Germany
Company_09686;China;Finance;1961;2023;46538159.62;2442914.0;Public;200-500 employees;Liu Tanaka;Mumbai, China
Company_09687;USA;Logistics;2006;2021;61569290.65;5947548.77;Private;5000-10000 employees;John Wang;Sydney, USA
Company_09688;China;Energy;1991;2023;57767805.6;5675741.83;Private;500-1000 employees;Anna Smith;Tokyo, China
Company_09689;France;Manufacturing;1984;2021;60911828.92;7898360.05;Public;1000-5000 employees;Jane Müller;Paris, France
Company_09690;UK;Finance;1969;2023;12277371.81;2725912.21;Private;1000-5000 employees;Sofia Smith;São Paulo, UK
Company_09691;Germany;Software;2017;2021;32283176.18;5355014.77;Private;50-200 employees;Yuki Smith;Tokyo, Germany
Company_09692;Canada;Energy;1956;2022;56341256.85;3844350.8;Public;200-500 employees;Anna Smith;New York, Canada
Company_09693;Germany;Logistics;1985;2024;31002097.93;4149327.75;Public;1000-5000 employees;Anna Kumar;São Paulo, Germany
Company_09694;UK;Logistics;1964;2024;64209105.66;12216949.44;Public;200-500 employees;Sofia Silva;London, UK
Company_09695;China;Healthcare;1970;2023;47199757.33;8241471.47;Private;500-1000 employees;Carlos Kumar;London, China
Company_09696;Canada;Retail;1950;2021;29649904.52;4674423.58;Private;200-500 employees;Liu Smith;Mumbai, Canada
Company_09697;China;Software;1965;2023;53274282.58;11720927.5;Public;50-200 employees;Liu Chen;Tokyo, China
Company_09698;Japan;Logistics;1976;2021;52042414.64;4201317.84;Private;5000-10000 employees;Yuki Garcia;Paris, Japan
Company_09699;China;Energy;1993;2024;54537572.71;11495103.5;Private;50-200 employees;Liu Silva;Beijing, China
Company_09700;USA;Logistics;1956;2024;48064235.51;10786865.44;Public;200-500 employees;Raj Johnson;Berlin, USA
Company_09701;UK;Retail;1992;2023;53849746.76;8240917.44;Private;50-200 employees;Michael Wang;Paris, UK
Company_09702;UK;Software;2004;2021;62106859.51;3526799.7;Public;5000-10000 employees;Michael Smith;Berlin, UK
Company_09703;Japan;Education;1977;2021;89006025.16;8388478.8;Private;50-200 employees;Anna Kumar;Sydney, Japan
Company_09704;Canada;Logistics;2002;2022;40785937.05;9769257.37;Public;200-500 employees;Anna Smith;São Paulo, Canada
Company_09705;UK;Software;1986;2023;95442256.28;14971127.98;Public;200-500 employees;Liu Garcia;Paris, UK
Company_09706;Australia;Energy;1985;2024;95300050.68;5356959.68;Private;200-500 employees;Sofia Johnson;São Paulo, Australia
Company_09707;Japan;Logistics;1997;2024;61089039.58;8310989.46;Private;50-200 employees;Carlos Garcia;Paris, Japan
Company_09708;Germany;Software;2007;2021;96012780.93;17058492.31;Public;500-1000 employees;Liu Johnson;Tokyo, Germany
Company_09709;China;Logistics;1981;2024;51260453.07;11963392.5;Public;1000-5000 employees;Sofia Wang;Berlin, China
Company_09710;India;Logistics;1972;2021;61464815.66;7256630.73;Private;200-500 employees;Carlos Tanaka;Beijing, India
Company_09711;China;Education;2016;2023;44082748.46;9634671.97;Public;1000-5000 employees;Liu Tanaka;Paris, China
Company_09712;UK;Retail;2008;2023;96046151.24;9553078.85;Public;200-500 employees;Carlos Silva;Berlin, UK
Company_09713;France;Software;1972;2021;25046548.28;5821475.26;Private;1000-5000 employees;Liu Tanaka;New York, France
Company_09714;India;Logistics;2016;2023;73160044.96;15998088.72;Private;5000-10000 employees;Jane Smith;São Paulo, India
Company_09715;UK;Software;1990;2024;3649097.51;743209.3;Public;500-1000 employees;Liu Garcia;London, UK
Company_09716;China;Software;1987;2022;41705014.55;8736781.45;Private;5000-10000 employees;Liu Wang;Beijing, China
Company_09717;India;Education;1998;2021;74474614.23;7071780.38;Public;200-500 employees;Raj Chen;Berlin, India
Company_09718;China;Healthcare;2004;2024;91382468.74;4822057.3;Private;1000-5000 employees;John Kumar;Toronto, China
Company_09719;UK;Education;1997;2024;76369994.9;9053747.1;Private;200-500 employees;Carlos Silva;São Paulo, UK
Company_09720;UK;Finance;2017;2022;26418311.66;2390804.71;Public;500-1000 employees;Yuki Johnson;New York, UK
Company_09721;Brazil;Healthcare;2014;2023;75021800.46;3803387.58;Public;500-1000 employees;Sofia Silva;New York, Brazil
Company_09722;USA;Finance;1996;2023;77047172.03;9239023.6;Private;5000-10000 employees;John Brown;New York, USA
Company_09723;USA;Energy;1953;2023;8236217.98;655234.95;Public;1000-5000 employees;John Wang;Beijing, USA
Company_09724;Canada;Logistics;1985;2022;47942325.68;10073975.19;Private;50-200 employees;Michael Müller;Tokyo, Canada
Company_09725;Australia;Software;1972;2023;82070430.07;5002786.8;Private;5000-10000 employees;Sofia Brown;Beijing, Australia
Company_09726;China;Software;2017;2021;66799793.07;8928331.41;Public;500-1000 employees;Jane Brown;London, China
Company_09727;Australia;Healthcare;1965;2022;72695561.4;7248880.95;Private;5000-10000 employees;Michael Smith;Sydney, Australia
Company_09728;Canada;Finance;1990;2024;24491430.65;4287134.35;Public;5000-10000 employees;Anna Brown;Tokyo, Canada
Company_09729;India;Energy;2003;2024;47079169.49;3585448.19;Public;200-500 employees;Raj Wang;São Paulo, India
Company_09730;UK;Education;1979;2021;55194881.28;13112124.51;Public;200-500 employees;Sofia Garcia;London, UK
Company_09731;USA;Software;1993;2023;26870598.31;5601833.06;Public;500-1000 employees;Raj Smith;Berlin, USA
Company_09732;Canada;Software;2012;2024;11405652.33;2341151.18;Public;500-1000 employees;Raj Wang;Sydney, Canada
Company_09733;India;Manufacturing;1963;2021;12731870.96;1025576.13;Private;200-500 employees;Liu Tanaka;Berlin, India
Company_09734;Japan;Healthcare;1959;2024;73248398.5;5444499.26;Public;200-500 employees;Yuki Wang;Beijing, Japan
Company_09735;USA;Finance;1987;2024;87069412.87;20528752.43;Public;5000-10000 employees;Liu Wang;Beijing, USA
Company_09736;UK;Retail;2018;2021;42662077.3;4744571.28;Public;5000-10000 employees;Jane Smith;Berlin, UK
Company_09737;China;Energy;1950;2022;63283294.7;8221629.41;Public;5000-10000 employees;John Tanaka;Tokyo, China
Company_09738;Australia;Healthcare;1969;2021;63212889.96;5606670.08;Private;5000-10000 employees;Anna Smith;Sydney, Australia
Company_09739;USA;Finance;1992;2024;11511321.09;1357020.14;Public;5000-10000 employees;Raj Müller;Tokyo, USA
Company_09740;UK;Software;1996;2024;77592378.51;13136338.53;Public;200-500 employees;Michael Tanaka;Sydney, UK
Company_09741;UK;Software;1986;2023;13041037.94;1598091.96;Private;50-200 employees;Michael Garcia;Berlin, UK
Company_09742;USA;Manufacturing;1954;2023;46432534.85;9958898.97;Private;50-200 employees;Anna Kumar;São Paulo, USA
Company_09743;Australia;Logistics;2003;2023;25900467.08;4269712.7;Private;5000-10000 employees;Yuki Müller;Tokyo, Australia
Company_09744;India;Manufacturing;1959;2022;21549723.49;3380270.65;Public;5000-10000 employees;Carlos Tanaka;Paris, India
Company_09745;USA;Education;1967;2023;45355016.71;5926804.68;Private;50-200 employees;Sofia Garcia;São Paulo, USA
Company_09746;Australia;Logistics;1976;2021;55910859.01;10958160.17;Public;200-500 employees;John Johnson;Paris, Australia
Company_09747;UK;Retail;2009;2024;99234019.04;20991288.9;Public;500-1000 employees;Jane Chen;London, UK
Company_09748;Brazil;Manufacturing;1998;2023;18427072.69;4555809.32;Private;500-1000 employees;Raj Silva;New York, Brazil
Company_09749;Brazil;Software;2000;2021;51116948.55;3907405.97;Public;5000-10000 employees;Sofia Brown;São Paulo, Brazil
Company_09750;Australia;Logistics;2018;2024;18756739.38;3664213.5;Public;200-500 employees;Jane Tanaka;Sydney, Australia
Company_09751;India;Software;2011;2022;73736121.84;8897127.18;Private;50-200 employees;Raj Smith;São Paulo, India
Company_09752;Brazil;Logistics;1995;2021;32173709.07;5398449.99;Private;50-200 employees;Yuki Smith;Sydney, Brazil
Company_09753;USA;Education;1994;2021;66924472.87;5877738.64;Public;5000-10000 employees;Sofia Tanaka;New York, USA
Company_09754;Germany;Energy;1992;2021;39464061.63;7514055.8;Public;500-1000 employees;Carlos Chen;Sydney, Germany
Company_09755;Australia;Healthcare;1960;2024;58207720.69;14169638.46;Public;50-200 employees;Raj Brown;Toronto, Australia
Company_09756;Japan;Logistics;2021;2023;59544310.51;4214511.65;Private;200-500 employees;Carlos Brown;Paris, Japan
Company_09757;Japan;Finance;2018;2024;95894657.87;8387881.54;Private;1000-5000 employees;Robert Müller;Paris, Japan
Company_09758;Brazil;Retail;2011;2022;34860301.4;6471412.01;Private;1000-5000 employees;Robert Wang;Sydney, Brazil
Company_09759;USA;Manufacturing;2021;2024;46840534.13;9854555.01;Private;1000-5000 employees;Raj Müller;Berlin, USA
Company_09760;Brazil;Software;1998;2021;29504840.9;2408747.3;Private;200-500 employees;Liu Wang;Toronto, Brazil
Company_09761;Germany;Education;2006;2022;19839924.61;1231944.57;Public;5000-10000 employees;Jane Tanaka;Beijing, Germany
Company_09762;China;Finance;1971;2023;40716607.69;5302443.84;Public;200-500 employees;Sofia Chen;Tokyo, China
Company_09763;Australia;Finance;2002;2021;73028989.4;10394738.45;Public;50-200 employees;Robert Silva;Tokyo, Australia
Company_09764;Germany;Manufacturing;1957;2024;74673042.94;15519701.23;Public;200-500 employees;Anna Brown;Mumbai, Germany
Company_09765;France;Logistics;2017;2022;61253796.99;5319367.88;Public;1000-5000 employees;Liu Brown;Paris, France
Company_09766;France;Energy;2016;2021;39856426.42;7294117.25;Private;50-200 employees;Yuki Johnson;Berlin, France
Company_09767;Japan;Energy;1954;2022;54582304.89;13306740.22;Private;500-1000 employees;Carlos Brown;Tokyo, Japan
Company_09768;China;Retail;1955;2021;92811679.99;11477251.0;Public;500-1000 employees;Jane Silva;Tokyo, China
Company_09769;India;Energy;1951;2021;99566782.55;24401240.19;Public;500-1000 employees;Jane Smith;Mumbai, India
Company_09770;France;Retail;1965;2023;31234704.65;4067583.06;Private;1000-5000 employees;Yuki Silva;Beijing, France
Company_09771;Japan;Manufacturing;2019;2021;22972738.66;5484289.62;Private;500-1000 employees;Liu Chen;Tokyo, Japan
Company_09772;Japan;Energy;1985;2022;6772841.77;1204656.4;Private;5000-10000 employees;Raj Johnson;Beijing, Japan
Company_09773;Australia;Education;1992;2023;39295296.95;2796406.76;Public;50-200 employees;Anna Silva;Paris, Australia
Company_09774;Germany;Logistics;1974;2024;68460525.48;5034861.98;Public;50-200 employees;John Müller;Mumbai, Germany
Company_09775;Canada;Manufacturing;1965;2022;83946167.37;11995012.4;Private;50-200 employees;Anna Silva;Toronto, Canada
Company_09776;Brazil;Education;1956;2023;9066702.6;2078213.67;Private;5000-10000 employees;Jane Kumar;Mumbai, Brazil
Company_09777;China;Energy;2004;2022;72234875.09;9774738.33;Public;50-200 employees;Yuki Chen;Paris, China
Company_09778;UK;Energy;2019;2024;12664647.68;2840100.16;Public;1000-5000 employees;John Tanaka;New York, UK
Company_09779;Germany;Finance;1962;2022;46519699.23;8032797.61;Private;1000-5000 employees;John Müller;São Paulo, Germany
Company_09780;Japan;Logistics;1957;2022;27488564.49;1947535.25;Public;200-500 employees;Robert Kumar;Paris, Japan
Company_09781;Brazil;Education;2016;2024;2558644.3;428301.88;Public;5000-10000 employees;Jane Kumar;Beijing, Brazil
Company_09782;UK;Software;2021;2023;34081957.62;1790475.68;Private;5000-10000 employees;Yuki Tanaka;New York, UK
Company_09783;China;Healthcare;1986;2023;53808849.45;3203311.78;Private;500-1000 employees;Raj Brown;Paris, China
Company_09784;France;Energy;1959;2021;73660463.76;15713064.43;Private;500-1000 employees;John Kumar;Paris, France
Company_09785;Germany;Energy;1959;2021;7373484.06;930389.64;Private;50-200 employees;Sofia Smith;New York, Germany
Company_09786;Canada;Energy;1968;2023;38207015.2;2276932.27;Private;5000-10000 employees;Robert Wang;São Paulo, Canada
Company_09787;Brazil;Healthcare;2000;2023;90310792.88;12308675.29;Private;200-500 employees;Sofia Kumar;São Paulo, Brazil
Company_09788;UK;Software;1980;2023;21583634.51;2732834.31;Private;50-200 employees;Robert Johnson;Berlin, UK
Company_09789;Canada;Logistics;2022;2024;29865038.66;6677181.69;Private;5000-10000 employees;Liu Müller;Beijing, Canada
Company_09790;Japan;Manufacturing;1968;2022;26788275.31;2031874.67;Public;5000-10000 employees;Sofia Müller;Beijing, Japan
Company_09791;Brazil;Energy;2016;2024;31272964.53;6964752.9;Private;5000-10000 employees;Yuki Tanaka;Mumbai, Brazil
Company_09792;Canada;Education;1998;2024;84011143.15;16625725.48;Public;50-200 employees;Anna Kumar;Mumbai, Canada
Company_09793;USA;Manufacturing;2006;2021;22464587.04;2502347.91;Public;50-200 employees;Sofia Kumar;Toronto, USA
Company_09794;France;Healthcare;2010;2022;31485565.3;4122315.04;Private;5000-10000 employees;Raj Tanaka;London, France
Company_09795;China;Finance;2019;2023;13054285.42;1563942.11;Public;50-200 employees;Carlos Silva;Tokyo, China
Company_09796;China;Education;2000;2023;43753740.49;8350610.98;Private;5000-10000 employees;Raj Kumar;New York, China
Company_09797;China;Education;1990;2024;50754274.97;2847667.0;Public;1000-5000 employees;Anna Kumar;Beijing, China
Company_09798;Brazil;Healthcare;1957;2021;53816081.95;7497297.6;Public;200-500 employees;Sofia Brown;Berlin, Brazil
Company_09799;China;Healthcare;1975;2021;81201787.25;15717708.06;Public;50-200 employees;Jane Müller;London, China
Company_09800;Australia;Energy;1990;2024;12255445.14;1825042.14;Private;1000-5000 employees;Anna Müller;São Paulo, Australia
Company_09801;Australia;Healthcare;1958;2021;36498913.96;4868559.21;Private;5000-10000 employees;Anna Kumar;Mumbai, Australia
Company_09802;France;Energy;2008;2023;51063332.62;9885722.87;Public;500-1000 employees;Anna Kumar;Tokyo, France
Company_09803;Australia;Logistics;1957;2021;49421523.6;8014168.74;Private;50-200 employees;Raj Brown;Mumbai, Australia
Company_09804;Australia;Healthcare;2001;2021;69318493.85;15621737.62;Public;1000-5000 employees;Michael Brown;Mumbai, Australia
Company_09805;France;Healthcare;2008;2021;69488660.12;5481763.13;Private;50-200 employees;Jane Smith;New York, France
Company_09806;Germany;Healthcare;1958;2024;25676157.16;3887331.33;Private;1000-5000 employees;Michael Kumar;São Paulo, Germany
Company_09807;Australia;Logistics;1977;2024;46143437.84;7159350.27;Private;50-200 employees;Yuki Kumar;Berlin, Australia
Company_09808;Canada;Logistics;1959;2022;7159797.08;620534.98;Private;500-1000 employees;Yuki Johnson;Beijing, Canada
Company_09809;Brazil;Energy;2007;2021;29760827.49;3125406.52;Private;1000-5000 employees;Jane Müller;Paris, Brazil
Company_09810;Germany;Retail;1984;2021;66048468.55;12636124.61;Public;50-200 employees;Sofia Kumar;Beijing, Germany
Company_09811;Australia;Energy;1982;2021;38684526.51;2332303.14;Public;1000-5000 employees;Jane Kumar;London, Australia
Company_09812;China;Manufacturing;1998;2024;60779750.99;5800937.66;Public;50-200 employees;Carlos Garcia;Berlin, China
Company_09813;Japan;Healthcare;2010;2023;60141782.98;3861401.44;Public;500-1000 employees;Sofia Kumar;Mumbai, Japan
Company_09814;India;Manufacturing;1957;2023;82647720.82;7363030.89;Public;500-1000 employees;Carlos Müller;Mumbai, India
Company_09815;Japan;Software;1967;2022;27523038.99;4370508.6;Private;200-500 employees;Carlos Brown;Berlin, Japan
Company_09816;UK;Energy;1987;2023;42425888.51;7802914.12;Public;1000-5000 employees;John Garcia;Mumbai, UK
Company_09817;India;Retail;1961;2023;76303963.5;18713685.74;Public;200-500 employees;Raj Kumar;New York, India
Company_09818;UK;Logistics;1961;2024;39568311.0;9085864.65;Public;1000-5000 employees;Anna Johnson;Tokyo, UK
Company_09819;Canada;Software;1984;2023;62486062.53;12361212.81;Public;200-500 employees;Michael Müller;Tokyo, Canada
Company_09820;Brazil;Healthcare;1995;2022;39215156.08;7584100.81;Public;1000-5000 employees;John Silva;São Paulo, Brazil
Company_09821;China;Manufacturing;1962;2022;18203494.32;3017556.99;Private;1000-5000 employees;Yuki Kumar;Tokyo, China
Company_09822;Japan;Logistics;1975;2023;59798949.32;7263403.81;Private;200-500 employees;Raj Kumar;Toronto, Japan
Company_09823;Australia;Finance;1997;2023;63913352.96;4591437.91;Public;5000-10000 employees;Raj Johnson;New York, Australia
